En_loss_b2,Pos_2ps_b2,Neg_2ps_b2,PosErr_2ps_b2,NegErr_2ps_b2,Diff_2ps_b2,DiffErr_2ps_b2,Pos_10ps_b2_amp,Neg_10ps_b2_amp,PosErr_10ps_b2_amp,NegErr_10ps_b2_amp,Diff_10ps_b2_amp,DiffErr_10ps_b2_amp,EnQE_loss_b2,SigQE_2ps_b2,SigQE_m50ps_b2,SigErrQE_2ps_b2,SigErrQE_m50ps_b2,DiffQE_2ps_b2,DiffErrQE_2ps_b2
-0.0608026,165.493,102.458,12.8644,10.1222,63.0352,16.3692,162.243,114.433,14.5207,12.195,47.8095,18.9623,-0.112467,19.7433,32.5828,4.44335,5.70813,-12.8394,7.23368
-0.0796256,88.8498,57.3652,9.42602,7.57398,31.4846,12.0919,117.407,69.4783,12.3524,9.50232,47.9283,15.5845,-0.131291,21.9579,12.0489,4.68592,3.47115,9.90897,5.83153
-0.0984537,52.6159,23.4383,7.25368,4.84132,29.1776,8.72091,58.0718,31.86,8.68735,6.43469,26.2117,10.8109,-0.150119,18.1701,4.80773,4.26264,2.19265,13.3623,4.79352
-0.117287,36.1063,22.8449,6.00885,4.77964,13.2614,7.67797,45.314,17.4696,7.67399,4.76481,27.8444,9.03291,-0.168952,11.9256,9.94309,3.45335,3.15327,1.98252,4.6764
-0.136125,27.6446,11.2851,5.25781,3.35933,16.3595,6.23937,40.2452,15.6188,7.23206,4.50535,24.6265,8.52062,-0.18779,11.3216,13.1628,3.36477,3.62805,-1.84113,4.94817
-0.154969,24.2185,19.9515,4.92123,4.46671,4.26704,6.64605,29.8832,16.9083,6.23187,4.68765,12.9749,7.79809,-0.206633,9.16955,8.62171,3.02813,2.93627,0.547846,4.21797
-0.173817,16.929,17.3549,4.11449,4.16592,-0.425872,5.85525,17.1494,6.63475,4.72095,2.93641,10.5147,5.55967,-0.225482,10.6131,11.948,3.25777,3.45659,-1.3349,4.74985
-0.19267,28.6123,22.8794,5.34905,4.78324,5.7329,7.17577,16.0341,13.3557,4.56485,4.16617,2.67842,6.1802,-0.244335,12.3615,9.10979,3.5159,3.01824,3.25176,4.63372
-0.211529,22.8969,13.162,4.78507,3.62795,9.73492,6.00491,12.8457,7.22359,4.08587,3.06395,5.62213,5.10706,-0.263194,12.5274,5.07263,3.53941,2.25225,7.45477,4.19524
-0.230393,22.6081,12.5741,4.7548,3.546,10.034,5.93146,11.9834,12.1563,3.94635,3.97471,-0.17285,5.60107,-0.282058,16.7825,5.77648,4.09664,2.40343,11.006,4.74963
-0.249262,15.7391,11.3005,3.96725,3.36161,4.4386,5.19995,15.4366,11.9343,4.47899,3.93824,3.50232,5.96415,-0.300926,5.00038,4.51271,2.23615,2.12431,0.487675,3.08433
-0.268135,13.9437,5.49949,3.73413,2.3451,8.44425,4.40945,13.146,6.50611,4.13334,2.90781,6.63986,5.05369,-0.3198,8.8451,7.96526,2.97407,2.82228,0.87984,4.10004
-0.287014,13.5802,5.79725,3.68514,2.40775,7.78299,4.40199,11.2998,10.965,3.83214,3.77493,0.334826,5.37916,-0.338679,5.43022,10.333,2.33028,3.21449,-4.90275,3.97029
-0.305898,8.28291,10.9606,2.87801,3.31068,-2.67772,4.38675,21.4557,4.39362,5.28051,2.38955,17.0621,5.79601,-0.357563,8.51327,5.06097,2.91775,2.24966,3.4523,3.68432
-0.324787,9.39007,9.95355,3.06432,3.15493,-0.563484,4.39814,8.65286,27.3036,3.35339,5.95682,-18.6507,6.83586,-0.376452,10.5038,7.95938,3.24096,2.82124,2.54441,4.29688
-0.343681,6.86877,6.64357,2.62083,2.57751,0.2252,3.67591,7.43114,29.3792,3.10765,6.1791,-21.9481,6.91655,-0.395346,3.86411,4.63396,1.96573,2.15266,-0.76985,2.91514
-0.362581,9.96046,8.65478,3.15602,2.9419,1.30567,4.31454,6.2034,2.78162,2.83936,1.90131,3.42178,3.41715,-0.414246,8.63771,8.5193,2.939,2.91878,0.118403,4.1421
-0.381485,9.16019,9.18519,3.02658,3.03071,-0.0249961,4.28315,3.97271,4.99769,2.27221,2.54853,-1.02498,3.41437,-0.43315,4.33392,6.29588,2.08181,2.50916,-1.96195,3.26034
-0.400394,6.40494,8.81836,2.5308,2.96957,-2.41342,3.90171,3.44813,22.9225,2.11688,5.45803,-19.4744,5.85417,-0.452059,5.23165,1.36934,2.28728,1.17019,3.86231,2.56924
-0.419309,3.40579,6.8804,1.84548,2.62305,-3.47461,3.20721,4.26486,19.6173,2.35428,5.04922,-15.3524,5.57111,-0.470974,3.16179,4.03754,1.77814,2.00936,-0.875748,2.68316
-0.438228,4.62724,3.84341,2.1511,1.96046,0.783834,2.91044,5.51014,9.45867,2.676,3.50606,-3.94853,4.41061,-0.489893,3.33396,2.68037,1.82591,1.63718,0.653592,2.45241
-0.457153,5.27043,5.74184,2.29574,2.39621,-0.471405,3.31847,10.0592,7.02637,3.61565,3.02183,3.0328,4.71215,-0.508818,8.55252,4.7265,2.92447,2.17405,3.82602,3.64404
-0.476083,9.78614,6.01116,3.12828,2.45177,3.77497,3.97458,5.85152,6.96961,2.75765,3.0096,-1.11809,4.08195,-0.527748,4.52771,4.28029,2.12784,2.06889,0.247417,2.96783
-0.495018,5.30275,6.76461,2.30277,2.60089,-1.46186,3.47381,5.87825,5.39085,2.76394,2.64687,0.487405,3.82692,-0.546682,5.62002,1.62358,2.37066,1.2742,3.99644,2.69139
-0.513957,6.21116,5.9041,2.49222,2.42984,0.30706,3.4807,2.39729,6.44964,1.76508,2.89516,-4.05235,3.39079,-0.565622,5.76188,1.03198,2.40039,1.01586,4.7299,2.6065
-0.532902,2.31937,7.18516,1.52295,2.68052,-4.8658,3.08294,2.65547,4.50576,1.8577,2.41985,-1.85029,3.05069,-0.584567,3.85312,1.16991,1.96294,1.08162,2.68322,2.24121
-0.551852,3.33369,4.86573,1.82584,2.20584,-1.53204,2.86346,4.03283,4.40192,2.28934,2.39181,-0.369091,3.31086,-0.603517,0.121036,1.89908,0.347902,1.37807,-1.77805,1.42131
-0.570808,3.56729,3.12034,1.88873,1.76645,0.446947,2.58605,0.218901,0.715294,0.53337,0.964156,-0.496393,1.10185,-0.622472,0,0,0,0,0,0
